pickup_grid,trips,avg_value,lat,lon,cluster
-272_7348,137,0.008518248175182482,-1.3575,36.7425,1
-241_7357,322,0.008503105590062112,-1.2025000000000001,36.7875,4
-241_7356,263,0.008467680608365018,-1.2025000000000001,36.7825,4
-257_7394,697,0.008440459110473458,-1.2825,36.972500000000004,7
-246_7383,2295,0.008432244008714597,-1.2275,36.917500000000004,5
-271_7381,1590,0.008347798742138365,-1.3525,36.9075,0
-267_7356,1071,0.008332399626517273,-1.3325,36.7825,1
-269_7351,557,0.00815439856373429,-1.3425,36.7575,1
-238_7380,675,0.008122962962962964,-1.1875,36.9025,5
-268_7350,159,0.008018867924528302,-1.3375000000000001,36.7525,1
-266_7354,2655,0.007859133709981167,-1.3275000000000001,36.7725,1
-269_7350,647,0.007795981452859352,-1.3425,36.7525,1
-268_7374,172,0.007691860465116279,-1.3375000000000001,36.8725,7
-269_7352,1982,0.007647325933400606,-1.3425,36.7625,1
-254_7343,452,0.007579646017699115,-1.2675,36.7175,4
-267_7343,198,0.007575757575757576,-1.3325,36.7175,1
-268_7373,195,0.007405128205128205,-1.3375000000000001,36.8675,7
-269_7349,100,0.00736,-1.3425,36.7475,1
-250_7389,307,0.007332247557003257,-1.2475,36.9475,7
-253_7343,951,0.007331230283911672,-1.2625,36.7175,4
-258_7344,329,0.0073252279635258365,-1.2875,36.722500000000004,4
-259_7389,445,0.007305617977528091,-1.2925,36.9475,7
-239_7385,828,0.007271437198067634,-1.1925000000000001,36.9275,5
-243_7368,197,0.0072690355329949235,-1.2125000000000001,36.8425,5
-258_7346,487,0.00720123203285421,-1.2875,36.7325,4
-267_7359,282,0.007180851063829787,-1.3325,36.7975,1
-269_7346,200,0.00715,-1.3425,36.7325,1
-268_7351,306,0.007071895424836602,-1.3375000000000001,36.7575,1
-257_7392,953,0.00706610703043022,-1.2825,36.9625,7
-244_7367,269,0.00704089219330855,-1.2175,36.8375,5
-268_7345,465,0.006864516129032258,-1.3375000000000001,36.7275,1
-244_7368,140,0.006835714285714286,-1.2175,36.8425,5
-252_7349,453,0.0068322295805739505,-1.2575,36.7475,4
-266_7384,1145,0.006831441048034934,-1.3275000000000001,36.9225,7
-242_7356,4221,0.006733475479744137,-1.2075,36.7825,4
-265_7341,2184,0.0067051282051282055,-1.3225,36.7075,1
-268_7344,167,0.00670059880239521,-1.3375000000000001,36.722500000000004,1
-270_7350,114,0.0063859649122807016,-1.3475,36.7525,1
-240_7357,296,0.00633445945945946,-1.1975,36.7875,4
-248_7383,359,0.006295264623955431,-1.2375,36.917500000000004,5
-237_7378,530,0.006241509433962265,-1.1825,36.8925,5
-243_7357,564,0.006138297872340425,-1.2125000000000001,36.7875,4
-267_7354,732,0.006131147540983606,-1.3325,36.7725,1
-274_7382,186,0.005973118279569893,-1.3675,36.9125,0
-273_7348,167,0.005910179640718563,-1.3625,36.7425,1
-269_7345,279,0.005874551971326165,-1.3425,36.7275,1
-273_7382,1362,0.0057723935389133625,-1.3625,36.9125,0
-245_7350,466,0.005753218884120172,-1.2225,36.7525,4
-272_7380,383,0.005725848563968668,-1.3575,36.9025,0
-266_7385,469,0.005682302771855011,-1.3275000000000001,36.9275,7
-246_7378,121,0.005471074380165289,-1.2275,36.8925,5
-246_7357,230,0.005152173913043479,-1.2275,36.7875,4
-271_7349,108,0.005148148148148148,-1.3525,36.7475,1
-273_7349,154,0.004909090909090909,-1.3625,36.7475,1
-271_7352,116,0.004896551724137931,-1.3525,36.7625,1
-268_7348,167,0.0047185628742514975,-1.3375000000000001,36.7425,1
-264_7341,122,0.00451639344262295,-1.3175000000000001,36.7075,1
-240_7384,1618,0.0045117428924598265,-1.1975,36.9225,5
-244_7366,308,0.004457792207792207,-1.2175,36.8325,5
-260_7336,175,0.004251428571428572,-1.2975,36.6825,4
-253_7340,273,0.004010989010989011,-1.2625,36.7025,4
-261_7336,121,0.003991735537190083,-1.3025,36.6825,1
-252_7344,279,0.003849462365591398,-1.2575,36.722500000000004,4
-244_7363,125,0.0038079999999999998,-1.2175,36.8175,5
-260_7337,123,0.003642276422764227,-1.2975,36.6875,4
-243_7367,898,0.0036269487750556794,-1.2125000000000001,36.8375,5
-251_7350,129,0.003581395348837209,-1.2525,36.7525,4
-236_7378,276,0.0035760869565217386,-1.1775,36.8925,5
-272_7350,134,0.003462686567164179,-1.3575,36.7525,1
-245_7357,117,0.003256410256410256,-1.2225,36.7875,4
-274_7383,343,0.0031457725947521865,-1.3675,36.917500000000004,0
-246_7350,314,0.0031337579617834394,-1.2275,36.7525,4
-273_7384,418,0.0029688995215311005,-1.3625,36.9225,0
-238_7386,2246,0.0027662511130899375,-1.1875,36.9325,5
-239_7378,298,0.0027114093959731546,-1.1925000000000001,36.8925,5
-261_7352,714,0.002634453781512605,-1.3025,36.7625,4
-238_7378,1045,0.0026057416267942584,-1.1875,36.8925,5
-268_7352,293,0.002498293515358362,-1.3375000000000001,36.7625,1
-269_7347,154,0.0022857142857142855,-1.3425,36.737500000000004,1
-252_7341,218,0.0017752293577981651,-1.2575,36.7075,4
-271_7379,1246,0.0017118780096308187,-1.3525,36.8975,0
-239_7386,1461,0.00153388090349076,-1.1925000000000001,36.9325,5
-255_7395,135,0.0014814814814814816,-1.2725,36.9775,7
-272_7352,210,0.0013476190476190476,-1.3575,36.7625,1
-269_7348,423,0.001347517730496454,-1.3425,36.7425,1
-241_7355,1067,0.0011518275538894096,-1.2025000000000001,36.7775,4
-272_7379,1596,0.0011403508771929824,-1.3575,36.8975,0
-245_7393,108,0.0008981481481481481,-1.2225,36.9675,5
-242_7365,111,0.000891891891891892,-1.2075,36.8275,5
-267_7386,730,0.0006712328767123287,-1.3325,36.9325,7
-267_7342,132,0.0006515151515151514,-1.3325,36.7125,1
-270_7347,141,0.0006453900709219858,-1.3475,36.737500000000004,1
-267_7355,502,0.0005856573705179284,-1.3325,36.7775,1
-242_7355,2547,0.00024342363564978405,-1.2075,36.7775,4
-241_7367,3232,0.0,-1.2025000000000001,36.8375,5
-241_7366,2649,0.0,-1.2025000000000001,36.8325,5
-244_7369,2466,0.0,-1.2175,36.847500000000004,5
-266_7386,2463,0.0,-1.3275000000000001,36.9325,7
-242_7354,2457,0.0,-1.2075,36.7725,4
-286_7395,2202,0.0,-1.4275,36.9775,0
-241_7354,1949,0.0,-1.2025000000000001,36.7725,4
-234_7393,1793,0.0,-1.1675,36.9675,3
-240_7385,1714,0.0,-1.1975,36.9275,5
-280_7352,1710,0.0,-1.3975,36.7625,1
-279_7353,1495,0.0,-1.3925,36.7675,1
-233_7391,1447,0.0,-1.1625,36.9575,3
-280_7350,1405,0.0,-1.3975,36.7525,1
-277_7384,1233,0.0,-1.3825,36.9225,0
-228_7394,1074,0.0,-1.1375,36.972500000000004,3
-242_7366,1054,0.0,-1.2075,36.8325,5
-231_7383,1051,0.0,-1.1525,36.917500000000004,3
-279_7352,1050,0.0,-1.3925,36.7625,1
-230_7391,1033,0.0,-1.1475,36.9575,3
-234_7365,1031,0.0,-1.1675,36.8275,5
-232_7391,1011,0.0,-1.1575,36.9575,3
-250_7336,971,0.0,-1.2475,36.6825,4
-249_7332,964,0.0,-1.2425,36.6625,4
-296_7391,946,0.0,-1.4775,36.9575,0
-241_7353,896,0.0,-1.2025000000000001,36.7675,4
-275_7386,885,0.0,-1.3725,36.9325,0
-234_7392,854,0.0,-1.1675,36.9625,3
-243_7369,832,0.0,-1.2125000000000001,36.847500000000004,5
-252_7339,822,0.0,-1.2575,36.6975,4
-284_7390,806,0.0,-1.4175,36.9525,0
-240_7367,802,0.0,-1.1975,36.8375,5
-250_7332,794,0.0,-1.2475,36.6625,4
-280_7348,786,0.0,-1.3975,36.7425,1
-252_7340,782,0.0,-1.2575,36.7025,4
-235_7368,762,0.0,-1.1725,36.8425,5
-281_7352,735,0.0,-1.4025,36.7625,1
-227_7394,734,0.0,-1.1325,36.972500000000004,3
-235_7366,716,0.0,-1.1725,36.8325,5
-280_7351,716,0.0,-1.3975,36.7575,1
-242_7367,712,0.0,-1.2075,36.8375,5
-278_7384,710,0.0,-1.3875,36.9225,0
-279_7387,706,0.0,-1.3925,36.9375,0
-231_7384,704,0.0,-1.1525,36.9225,3
-251_7333,699,0.0,-1.2525,36.667500000000004,4
-230_7392,693,0.0,-1.1475,36.9625,3
-233_7364,686,0.0,-1.1625,36.8225,5
-251_7338,681,0.0,-1.2525,36.6925,4
-279_7388,677,0.0,-1.3925,36.9425,0
-235_7394,671,0.0,-1.1725,36.972500000000004,3
-240_7386,670,0.0,-1.1975,36.9325,5
-251_7337,655,0.0,-1.2525,36.6875,4
-268_7355,655,0.0,-1.3375000000000001,36.7775,1
-241_7385,629,0.0,-1.2025000000000001,36.9275,5
-235_7365,622,0.0,-1.1725,36.8275,5
-280_7349,603,0.0,-1.3975,36.7475,1
-221_7402,591,0.0,-1.1025,37.0125,3
-277_7387,591,0.0,-1.3825,36.9375,0
-252_7338,584,0.0,-1.2575,36.6925,4
-248_7345,580,0.0,-1.2375,36.7275,4
-241_7352,577,0.0,-1.2025000000000001,36.7625,4
-280_7347,575,0.0,-1.3975,36.737500000000004,1
-231_7392,573,0.0,-1.1525,36.9625,3
-234_7394,572,0.0,-1.1675,36.972500000000004,3
-242_7384,562,0.0,-1.2075,36.9225,5
-280_7388,552,0.0,-1.3975,36.9425,0
-251_7339,535,0.0,-1.2525,36.6975,4
-231_7393,526,0.0,-1.1525,36.9675,3
-279_7354,521,0.0,-1.3925,36.7725,1
-241_7368,518,0.0,-1.2025000000000001,36.8425,5
-277_7385,510,0.0,-1.3825,36.9275,0
-246_7341,494,0.0,-1.2275,36.7075,4
-233_7376,487,0.0,-1.1625,36.8825,5
-240_7356,481,0.0,-1.1975,36.7825,4
-230_7390,471,0.0,-1.1475,36.9525,3
-285_7395,459,0.0,-1.4225,36.9775,0
-275_7387,456,0.0,-1.3725,36.9375,0
-232_7392,455,0.0,-1.1575,36.9625,3
-278_7388,454,0.0,-1.3875,36.9425,0
-274_7387,451,0.0,-1.3675,36.9375,0
-272_7331,440,0.0,-1.3575,36.6575,1
-273_7331,440,0.0,-1.3625,36.6575,1
-224_7401,436,0.0,-1.1175,37.0075,3
-276_7385,431,0.0,-1.3775,36.9275,0
-278_7352,417,0.0,-1.3875,36.7625,1
-275_7384,414,0.0,-1.3725,36.9225,0
-277_7388,413,0.0,-1.3825,36.9425,0
-208_7414,401,0.0,-1.0375,37.0725,3
-295_7391,398,0.0,-1.4725,36.9575,0
-229_7394,379,0.0,-1.1425,36.972500000000004,3
-229_7393,378,0.0,-1.1425,36.9675,3
-243_7384,369,0.0,-1.2125000000000001,36.9225,5
-252_7343,361,0.0,-1.2575,36.7175,4
-280_7355,361,0.0,-1.3975,36.7775,1
-222_7402,359,0.0,-1.1075,37.0125,3
-280_7353,359,0.0,-1.3975,36.7675,1
-241_7351,358,0.0,-1.2025000000000001,36.7575,4
-286_7392,357,0.0,-1.4275,36.9625,0
-244_7394,350,0.0,-1.2175,36.972500000000004,5
-235_7351,346,0.0,-1.1725,36.7575,4
-298_7391,341,0.0,-1.4875,36.9575,0
-233_7388,338,0.0,-1.1625,36.9425,3
-250_7335,337,0.0,-1.2475,36.6775,4
-280_7346,336,0.0,-1.3975,36.7325,1
-242_7385,335,0.0,-1.2075,36.9275,5
-254_7333,333,0.0,-1.2675,36.667500000000004,4
-232_7387,332,0.0,-1.1575,36.9375,3
-208_7415,316,0.0,-1.0375,37.0775,3
-240_7350,306,0.0,-1.1975,36.7525,4
-234_7368,304,0.0,-1.1675,36.8425,5
-255_7400,302,0.0,-1.2725,37.0025,7
-278_7385,302,0.0,-1.3875,36.9275,0
-233_7389,298,0.0,-1.1625,36.9475,3
-234_7391,290,0.0,-1.1675,36.9575,3
-227_7395,289,0.0,-1.1325,36.9775,3
-287_7396,288,0.0,-1.4325,36.9825,0
-274_7388,285,0.0,-1.3675,36.9425,0
-243_7387,283,0.0,-1.2125000000000001,36.9375,5
-221_7403,282,0.0,-1.1025,37.0175,3
-241_7384,282,0.0,-1.2025000000000001,36.9225,5
-222_7403,280,0.0,-1.1075,37.0175,3
-230_7389,278,0.0,-1.1475,36.9475,3
-238_7377,278,0.0,-1.1875,36.8875,5
-251_7340,275,0.0,-1.2525,36.7025,4
-269_7333,273,0.0,-1.3425,36.667500000000004,1
-229_7391,272,0.0,-1.1425,36.9575,3
-225_7401,269,0.0,-1.1225,37.0075,3
-272_7385,269,0.0,-1.3575,36.9275,0
-247_7398,266,0.0,-1.2325,36.9925,5
-240_7366,265,0.0,-1.1975,36.8325,5
-297_7391,264,0.0,-1.4825,36.9575,0
-251_7344,263,0.0,-1.2525,36.722500000000004,4
-209_7414,262,0.0,-1.0425,37.0725,3
-244_7342,262,0.0,-1.2175,36.7125,4
-241_7392,261,0.0,-1.2025000000000001,36.9625,5
-252_7334,261,0.0,-1.2575,36.6725,4
-281_7388,260,0.0,-1.4025,36.9425,0
-281_7351,257,0.0,-1.4025,36.7575,1
-231_7389,254,0.0,-1.1525,36.9475,3
-233_7392,251,0.0,-1.1625,36.9625,3
-295_7392,250,0.0,-1.4725,36.9625,0
-288_7396,247,0.0,-1.4375,36.9825,0
-281_7350,245,0.0,-1.4025,36.7525,1
-236_7368,243,0.0,-1.1775,36.8425,5
-232_7389,242,0.0,-1.1575,36.9475,3
-288_7395,242,0.0,-1.4375,36.9775,0
-244_7353,239,0.0,-1.2175,36.7675,4
-226_7400,238,0.0,-1.1275,37.0025,3
-240_7351,238,0.0,-1.1975,36.7575,4
-270_7332,237,0.0,-1.3475,36.6625,1
-276_7384,237,0.0,-1.3775,36.9225,0
-228_7395,235,0.0,-1.1375,36.9775,3
-280_7344,235,0.0,-1.3975,36.722500000000004,1
-221_7401,231,0.0,-1.1025,37.0075,3
-228_7393,231,0.0,-1.1375,36.9675,3
-239_7387,231,0.0,-1.1925000000000001,36.9375,5
-245_7342,231,0.0,-1.2225,36.7125,4
-278_7353,231,0.0,-1.3875,36.7675,1
-235_7395,229,0.0,-1.1725,36.9775,3
-279_7356,229,0.0,-1.3925,36.7825,1
-232_7377,227,0.0,-1.1575,36.8875,5
-239_7348,226,0.0,-1.1925000000000001,36.7425,4
-239_7389,224,0.0,-1.1925000000000001,36.9475,5
-276_7388,222,0.0,-1.3775,36.9425,0
-234_7364,221,0.0,-1.1675,36.8225,5
-242_7387,221,0.0,-1.2075,36.9375,5
-232_7376,218,0.0,-1.1575,36.8825,5
-232_7386,218,0.0,-1.1575,36.9325,3
-233_7390,216,0.0,-1.1625,36.9525,3
-282_7389,213,0.0,-1.4075,36.9475,0
-288_7393,209,0.0,-1.4375,36.9675,0
-252_7333,207,0.0,-1.2575,36.667500000000004,4
-232_7383,206,0.0,-1.1575,36.917500000000004,3
-243_7393,206,0.0,-1.2125000000000001,36.9675,5
-225_7400,205,0.0,-1.1225,37.0025,3
-207_7415,203,0.0,-1.0325,37.0775,3
-227_7396,202,0.0,-1.1325,36.9825,3
-247_7342,200,0.0,-1.2325,36.7125,4
-278_7347,200,0.0,-1.3875,36.737500000000004,1
-242_7386,199,0.0,-1.2075,36.9325,5
-279_7351,199,0.0,-1.3925,36.7575,1
-228_7381,198,0.0,-1.1375,36.9075,3
-251_7336,198,0.0,-1.2525,36.6825,4
-286_7396,198,0.0,-1.4275,36.9825,0
-251_7343,197,0.0,-1.2525,36.7175,4
-251_7341,196,0.0,-1.2525,36.7075,4
-250_7337,195,0.0,-1.2475,36.6875,4
-241_7391,194,0.0,-1.2025000000000001,36.9575,5
-239_7388,191,0.0,-1.1925000000000001,36.9425,5
-231_7386,190,0.0,-1.1525,36.9325,3
-244_7352,190,0.0,-1.2175,36.7625,4
-224_7402,189,0.0,-1.1175,37.0125,3
-236_7366,189,0.0,-1.1775,36.8325,5
-299_7391,186,0.0,-1.4925,36.9575,0
-242_7391,184,0.0,-1.2075,36.9575,5
-247_7345,184,0.0,-1.2325,36.7275,4
-210_7418,183,0.0,-1.0475,37.0925,3
-229_7395,181,0.0,-1.1425,36.9775,3
-243_7385,180,0.0,-1.2125000000000001,36.9275,5
-276_7387,180,0.0,-1.3775,36.9375,0
-271_7331,179,0.0,-1.3525,36.6575,1
-239_7349,178,0.0,-1.1925000000000001,36.7475,4
-248_7344,178,0.0,-1.2375,36.722500000000004,4
-235_7369,175,0.0,-1.1725,36.847500000000004,5
-299_7390,175,0.0,-1.4925,36.9525,0
-245_7341,174,0.0,-1.2225,36.7075,4
-247_7347,174,0.0,-1.2325,36.737500000000004,4
-250_7338,174,0.0,-1.2475,36.6925,4
-231_7388,172,0.0,-1.1525,36.9425,3
-267_7383,172,0.0,-1.3325,36.917500000000004,7
-281_7389,172,0.0,-1.4025,36.9475,0
-251_7332,171,0.0,-1.2525,36.6625,4
-276_7386,171,0.0,-1.3775,36.9325,0
-220_7402,169,0.0,-1.0975,37.0125,3
-274_7390,169,0.0,-1.3675,36.9525,0
-297_7392,169,0.0,-1.4825,36.9625,0
-279_7355,166,0.0,-1.3925,36.7775,1
-226_7401,162,0.0,-1.1275,37.0075,3
-287_7395,162,0.0,-1.4325,36.9775,0
-221_7404,161,0.0,-1.1025,37.0225,3
-239_7368,161,0.0,-1.1925000000000001,36.8425,5
-239_7356,160,0.0,-1.1925000000000001,36.7825,4
-245_7394,160,0.0,-1.2225,36.972500000000004,5
-279_7350,158,0.0,-1.3925,36.7525,1
-233_7365,157,0.0,-1.1625,36.8275,5
-232_7384,156,0.0,-1.1575,36.9225,3
-272_7387,155,0.0,-1.3575,36.9375,0
-236_7351,154,0.0,-1.1775,36.7575,4
-279_7348,154,0.0,-1.3925,36.7425,1
-281_7349,154,0.0,-1.4025,36.7475,1
-231_7381,153,0.0,-1.1525,36.9075,3
-232_7388,153,0.0,-1.1575,36.9425,3
-268_7356,153,0.0,-1.3375000000000001,36.7825,1
-231_7387,152,0.0,-1.1525,36.9375,3
-275_7388,152,0.0,-1.3725,36.9425,0
-296_7392,151,0.0,-1.4775,36.9625,0
-271_7332,148,0.0,-1.3525,36.6625,1
-233_7387,146,0.0,-1.1625,36.9375,3
-278_7346,146,0.0,-1.3875,36.7325,1
-233_7393,145,0.0,-1.1625,36.9675,3
-236_7350,145,0.0,-1.1775,36.7525,4
-297_7390,145,0.0,-1.4825,36.9525,0
-241_7365,143,0.0,-1.2025000000000001,36.8275,5
-251_7342,143,0.0,-1.2525,36.7125,4
-212_7422,142,0.0,-1.0575,37.112500000000004,3
-231_7390,142,0.0,-1.1525,36.9525,3
-229_7382,141,0.0,-1.1425,36.9125,3
-240_7389,141,0.0,-1.1975,36.9475,5
-220_7404,140,0.0,-1.0975,37.0225,3
-238_7368,140,0.0,-1.1875,36.8425,5
-242_7353,140,0.0,-1.2075,36.7675,4
-236_7365,138,0.0,-1.1775,36.8275,5
-249_7345,138,0.0,-1.2425,36.7275,4
-253_7333,138,0.0,-1.2625,36.667500000000004,4
-281_7348,138,0.0,-1.4025,36.7425,1
-291_7396,138,0.0,-1.4525000000000001,36.9825,0
-247_7334,137,0.0,-1.2325,36.6725,4
-209_7412,136,0.0,-1.0425,37.0625,3
-302_7390,136,0.0,-1.5075,36.9525,0
-243_7386,135,0.0,-1.2125000000000001,36.9325,5
-286_7337,135,0.0,-1.4275,36.6875,1
-236_7367,134,0.0,-1.1775,36.8375,5
-242_7368,133,0.0,-1.2075,36.8425,5
-273_7390,133,0.0,-1.3625,36.9525,0
-250_7333,132,0.0,-1.2475,36.667500000000004,4
-230_7393,131,0.0,-1.1475,36.9675,3
-241_7363,131,0.0,-1.2025000000000001,36.8175,5
-243_7394,131,0.0,-1.2125000000000001,36.972500000000004,5
-240_7390,130,0.0,-1.1975,36.9525,5
-228_7396,129,0.0,-1.1375,36.9825,3
-241_7364,129,0.0,-1.2025000000000001,36.8225,5
-248_7332,129,0.0,-1.2375,36.6625,4
-220_7403,128,0.0,-1.0975,37.0175,3
-230_7388,127,0.0,-1.1475,36.9425,3
-238_7367,127,0.0,-1.1875,36.8375,5
-240_7364,127,0.0,-1.1975,36.8225,5
-278_7387,126,0.0,-1.3875,36.9375,0
-234_7395,125,0.0,-1.1675,36.9775,3
-255_7335,125,0.0,-1.2725,36.6775,4
-276_7344,124,0.0,-1.3775,36.722500000000004,1
-225_7402,123,0.0,-1.1225,37.0125,3
-249_7333,123,0.0,-1.2425,36.667500000000004,4
-245_7344,122,0.0,-1.2225,36.722500000000004,4
-274_7386,122,0.0,-1.3675,36.9325,0
-255_7334,121,0.0,-1.2725,36.6725,4
-237_7365,118,0.0,-1.1825,36.8275,5
-245_7343,118,0.0,-1.2225,36.7175,4
-260_7396,117,0.0,-1.2975,36.9825,7
-243_7390,116,0.0,-1.2125000000000001,36.9525,5
-268_7334,116,0.0,-1.3375000000000001,36.6725,1
-272_7391,116,0.0,-1.3575,36.9575,0
-273_7330,116,0.0,-1.3625,36.6525,1
-296_7393,116,0.0,-1.4775,36.9675,0
-279_7347,115,0.0,-1.3925,36.737500000000004,1
-248_7343,113,0.0,-1.2375,36.7175,4
-249_7335,113,0.0,-1.2425,36.6775,4
-238_7387,111,0.0,-1.1875,36.9375,5
-241_7386,111,0.0,-1.2025000000000001,36.9325,5
-273_7385,111,0.0,-1.3625,36.9275,0
-234_7387,110,0.0,-1.1675,36.9375,3
-239_7355,110,0.0,-1.1925000000000001,36.7775,4
-243_7391,109,0.0,-1.2125000000000001,36.9575,5
-229_7397,108,0.0,-1.1425,36.987500000000004,3
-237_7367,108,0.0,-1.1825,36.8375,5
-270_7346,108,0.0,-1.3475,36.7325,1
-273_7389,108,0.0,-1.3625,36.9475,0
-279_7346,108,0.0,-1.3925,36.7325,1
-236_7397,107,0.0,-1.1775,36.987500000000004,3
-268_7335,107,0.0,-1.3375000000000001,36.6775,1
-238_7354,106,0.0,-1.1875,36.7725,4
-247_7341,106,0.0,-1.2325,36.7075,4
-274_7384,106,0.0,-1.3675,36.9225,0
-280_7345,106,0.0,-1.3975,36.7275,1
-284_7341,106,0.0,-1.4175,36.7075,1
-237_7352,105,0.0,-1.1825,36.7625,4
-248_7333,105,0.0,-1.2375,36.667500000000004,4
-232_7385,103,0.0,-1.1575,36.9275,3
-242_7390,103,0.0,-1.2075,36.9525,5
-270_7333,103,0.0,-1.3475,36.667500000000004,1
-240_7352,102,0.0,-1.1975,36.7625,4
-257_7331,102,0.0,-1.2825,36.6575,4
-274_7389,101,0.0,-1.3675,36.9475,0
-237_7366,100,0.0,-1.1825,36.8325,5
-284_7342,100,0.0,-1.4175,36.7125,1
