pickup_grid,trips,avg_value,lat,lon,cluster
-262_7355,1176,0.025572916666666667,-1.3075,36.7775,4
-266_7379,1036,0.025497104247104246,-1.3275000000000001,36.8975,7
-258_7393,318,0.025446540880503146,-1.2875,36.9675,7
-261_7350,1431,0.025445842068483576,-1.3025,36.7525,4
-251_7351,269,0.02542007434944238,-1.2525,36.7575,4
-236_7382,389,0.025349614395886892,-1.1775,36.9125,5
-256_7345,155,0.025316129032258064,-1.2775,36.7275,4
-250_7357,117,0.025290598290598293,-1.2475,36.7875,4
-246_7371,111,0.02527927927927928,-1.2275,36.8575,5
-258_7378,5284,0.025270864875094626,-1.2875,36.8925,7
-254_7397,186,0.025241935483870968,-1.2675,36.987500000000004,7
-243_7365,377,0.02523872679045093,-1.2125000000000001,36.8275,5
-261_7380,5338,0.025145138628699888,-1.3025,36.9025,7
-247_7361,2233,0.025132781012091356,-1.2325,36.8075,4
-261_7376,442,0.025119909502262443,-1.3025,36.8825,7
-263_7378,2874,0.02511751913709116,-1.3125,36.8925,7
-264_7342,183,0.02503551912568306,-1.3175000000000001,36.7125,1
-266_7374,407,0.024958230958230958,-1.3275000000000001,36.8725,7
-246_7375,1281,0.024938914910226383,-1.2275,36.8775,5
-269_7377,120,0.02490833333333333,-1.3425,36.8875,7
-247_7375,11012,0.02488925717399201,-1.2325,36.8775,5
-261_7353,1352,0.024839312130177513,-1.3025,36.7675,4
-243_7380,970,0.024837113402061854,-1.2125000000000001,36.9025,5
-254_7395,110,0.02480909090909091,-1.2675,36.9775,7
-254_7358,2624,0.02475104801829268,-1.2675,36.792500000000004,4
-259_7353,3714,0.02464822294022617,-1.2925,36.7675,4
-262_7379,5543,0.024602651993505323,-1.3075,36.8975,7
-260_7358,12307,0.024575830827984074,-1.2975,36.792500000000004,4
-250_7356,199,0.024557788944723616,-1.2475,36.7825,4
-259_7380,26065,0.024531728371379243,-1.2925,36.9025,7
-255_7357,2301,0.02452955236853542,-1.2725,36.7875,4
-254_7351,347,0.02451585014409222,-1.2675,36.7575,4
-237_7385,226,0.024513274336283187,-1.1825,36.9275,5
-252_7387,367,0.02449591280653951,-1.2575,36.9375,7
-245_7384,1478,0.024489851150202975,-1.2225,36.9225,5
-266_7359,136,0.02448529411764706,-1.3275000000000001,36.7975,1
-258_7350,960,0.024366666666666665,-1.2875,36.7525,4
-255_7359,4084,0.024345800685602353,-1.2725,36.7975,4
-266_7362,319,0.024344827586206895,-1.3275000000000001,36.8125,2
-250_7391,657,0.024322678843226787,-1.2475,36.9575,7
-261_7377,4386,0.024275991792065663,-1.3025,36.8875,7
-256_7378,3673,0.024226653961339505,-1.2775,36.8925,7
-261_7356,6767,0.024046143047140534,-1.3025,36.7825,4
-258_7355,7568,0.023966801004228332,-1.2875,36.7775,4
-249_7373,1091,0.023917506874427133,-1.2425,36.8675,5
-254_7379,969,0.02391640866873065,-1.2675,36.8975,7
-247_7377,683,0.0238696925329429,-1.2325,36.8875,5
-258_7357,17882,0.023830695671625095,-1.2875,36.7875,4
-257_7352,1625,0.023804,-1.2825,36.7625,4
-256_7383,368,0.023782608695652175,-1.2775,36.917500000000004,7
-248_7361,1760,0.023757386363636366,-1.2375,36.8075,4
-257_7395,132,0.023742424242424242,-1.2825,36.9775,7
-257_7356,10587,0.023720010390101066,-1.2825,36.7825,4
-247_7349,277,0.023711191335740074,-1.2325,36.7475,4
-253_7354,346,0.02370664739884393,-1.2625,36.7725,4
-251_7387,606,0.023655115511551156,-1.2525,36.9375,7
-238_7381,790,0.023641455696202535,-1.1875,36.9075,5
-262_7380,6243,0.023639676437610124,-1.3075,36.9025,7
-251_7382,1342,0.023597615499254845,-1.2525,36.9125,7
-258_7380,15370,0.02355227716330514,-1.2875,36.9025,7
-255_7379,3413,0.023520070319367127,-1.2725,36.8975,7
-248_7356,215,0.023516279069767443,-1.2375,36.7825,4
-244_7372,112,0.023482142857142858,-1.2175,36.862500000000004,5
-253_7389,391,0.023478260869565216,-1.2625,36.9475,7
-255_7388,1475,0.023403220338983052,-1.2725,36.9425,7
-260_7374,1590,0.023388522012578617,-1.2975,36.8725,7
-256_7357,4479,0.02336330654163876,-1.2775,36.7875,4
-259_7374,1728,0.023352141203703703,-1.2925,36.8725,7
-248_7375,408,0.023325980392156862,-1.2375,36.8775,5
-256_7343,215,0.02331627906976744,-1.2775,36.7175,4
-265_7355,1317,0.02331169324221716,-1.3225,36.7775,1
-248_7358,394,0.023271573604060916,-1.2375,36.792500000000004,4
-253_7380,977,0.023246673490276357,-1.2625,36.9025,7
-257_7377,5580,0.023246102150537632,-1.2825,36.8875,7
-261_7349,1581,0.02321537001897533,-1.3025,36.7475,4
-256_7356,3150,0.02319753968253968,-1.2775,36.7825,4
-265_7377,2585,0.023150580270793038,-1.3225,36.8875,7
-260_7348,481,0.023097713097713097,-1.2975,36.7425,4
-250_7386,329,0.02303647416413374,-1.2475,36.9325,7
-257_7355,3829,0.02302161138678506,-1.2825,36.7775,4
-263_7379,8280,0.022985537439613526,-1.3125,36.8975,7
-265_7378,811,0.022966707768187423,-1.3225,36.8925,7
-242_7378,2200,0.02294954545454545,-1.2075,36.8925,5
-254_7375,335,0.02284776119402985,-1.2675,36.8775,7
-261_7351,556,0.02281474820143885,-1.3025,36.7575,4
-260_7381,1396,0.02279333810888252,-1.2975,36.9075,7
-252_7357,1845,0.02260189701897019,-1.2575,36.7875,4
-253_7357,3069,0.02255221570544151,-1.2625,36.7875,4
-248_7379,2027,0.02254896398618648,-1.2375,36.8975,5
-250_7377,159,0.022547169811320756,-1.2475,36.8875,7
-260_7354,5629,0.022517631906200035,-1.2975,36.7725,4
-246_7379,511,0.022490704500978474,-1.2275,36.8975,5
-259_7357,47328,0.02246147629310345,-1.2925,36.7875,4
-266_7377,2029,0.02243962543124692,-1.3275000000000001,36.8875,7
-262_7359,1285,0.022437354085603115,-1.3075,36.7975,4
-247_7373,695,0.02242589928057554,-1.2325,36.8675,5
-252_7386,3081,0.022371308016877638,-1.2575,36.9325,7
-266_7358,736,0.022271739130434783,-1.3275000000000001,36.792500000000004,1
-265_7375,1767,0.02226146010186757,-1.3225,36.8775,7
-255_7356,132,0.022227272727272727,-1.2725,36.7825,4
-258_7381,1389,0.022203383729301654,-1.2875,36.9075,7
-254_7359,5164,0.02218169054996127,-1.2675,36.7975,4
-254_7380,1532,0.02216057441253264,-1.2675,36.9025,7
-264_7371,491,0.022134419551934827,-1.3175000000000001,36.8575,7
-241_7383,880,0.022060227272727273,-1.2025000000000001,36.917500000000004,5
-245_7364,100,0.02204,-1.2225,36.8225,5
-262_7384,285,0.022010526315789473,-1.3075,36.9225,7
-247_7386,999,0.022005005005005004,-1.2325,36.9325,5
-253_7350,427,0.021939110070257613,-1.2625,36.7525,4
-266_7375,1015,0.021932019704433498,-1.3275000000000001,36.8775,7
-266_7373,354,0.02192090395480226,-1.3275000000000001,36.8675,7
-252_7379,232,0.021918103448275862,-1.2575,36.8975,7
-255_7383,657,0.02187366818873668,-1.2725,36.917500000000004,7
-248_7386,821,0.021859926918392204,-1.2375,36.9325,7
-264_7380,3258,0.021767955801104973,-1.3175000000000001,36.9025,7
-252_7358,2490,0.021744779116465864,-1.2575,36.792500000000004,4
-260_7353,3469,0.021703733064283654,-1.2975,36.7675,4
-256_7346,400,0.0216975,-1.2775,36.7325,4
-265_7356,2060,0.021665533980582526,-1.3225,36.7825,1
-267_7361,448,0.021654017857142858,-1.3325,36.8075,1
-243_7374,999,0.021646396396396397,-1.2125000000000001,36.8725,5
-248_7347,110,0.021636363636363634,-1.2375,36.737500000000004,4
-256_7389,2458,0.021572823433685925,-1.2775,36.9475,7
-260_7356,11692,0.021543534040369485,-1.2975,36.7825,4
-246_7373,685,0.021431021897810217,-1.2275,36.8675,5
-259_7350,2419,0.02140677966101695,-1.2925,36.7525,4
-253_7390,153,0.021398692810457517,-1.2625,36.9525,7
-244_7359,409,0.021386308068459658,-1.2175,36.7975,4
-251_7392,175,0.021297142857142858,-1.2525,36.9625,7
-242_7358,787,0.02123125794155019,-1.2075,36.792500000000004,4
-241_7378,365,0.021123287671232876,-1.2025000000000001,36.8925,5
-252_7381,1029,0.02110398445092323,-1.2575,36.9075,7
-255_7354,819,0.020991452991452993,-1.2725,36.7725,4
-262_7347,1300,0.02098192307692308,-1.3075,36.737500000000004,4
-242_7375,248,0.02089516129032258,-1.2075,36.8775,5
-245_7378,1045,0.0208755980861244,-1.2225,36.8925,5
-254_7392,183,0.020797814207650273,-1.2675,36.9625,7
-249_7378,1044,0.020787356321839083,-1.2425,36.8925,5
-259_7356,8806,0.02074875085169203,-1.2925,36.7825,4
-263_7380,2815,0.02067131438721137,-1.3125,36.9025,7
-243_7360,128,0.0206640625,-1.2125000000000001,36.8025,4
-242_7374,880,0.02063181818181818,-1.2075,36.8725,5
-247_7374,4191,0.020587687902648533,-1.2325,36.8725,5
-252_7388,405,0.020567901234567903,-1.2575,36.9425,7
-237_7380,1726,0.020562572421784473,-1.1825,36.9025,5
-248_7378,832,0.020526442307692308,-1.2375,36.8925,5
-249_7374,335,0.02051044776119403,-1.2425,36.8725,5
-245_7376,2184,0.020457875457875457,-1.2225,36.8825,5
-253_7359,2837,0.020410204441311246,-1.2625,36.7975,4
-259_7388,513,0.020210526315789474,-1.2925,36.9425,7
-260_7349,1849,0.020157247160627365,-1.2975,36.7475,4
-260_7357,13363,0.02013735688093991,-1.2975,36.7875,4
-253_7349,473,0.020120507399577166,-1.2625,36.7475,4
-262_7346,521,0.02008253358925144,-1.3075,36.7325,4
-255_7391,220,0.020077272727272725,-1.2725,36.9575,7
-259_7381,3362,0.01996966091612136,-1.2925,36.9075,7
-257_7338,122,0.019934426229508195,-1.2825,36.6925,4
-265_7379,1956,0.019879984662576688,-1.3225,36.8975,7
-253_7396,818,0.019750611246943765,-1.2625,36.9825,7
-249_7376,419,0.019694510739856803,-1.2425,36.8825,5
-254_7352,627,0.019675438596491228,-1.2675,36.7625,4
-269_7380,118,0.01950847457627119,-1.3425,36.9025,7
-269_7382,123,0.019447154471544714,-1.3425,36.9125,7
-258_7397,167,0.019419161676646705,-1.2875,36.987500000000004,7
-253_7341,177,0.01938418079096045,-1.2625,36.7075,4
-250_7387,360,0.019355555555555556,-1.2475,36.9375,7
-250_7359,560,0.019326785714285716,-1.2475,36.7975,4
-258_7351,1266,0.019302527646129542,-1.2875,36.7575,4
-243_7373,269,0.019279739776951674,-1.2125000000000001,36.8675,5
-269_7381,301,0.01927906976744186,-1.3425,36.9075,7
-256_7354,2234,0.019255595344673235,-1.2775,36.7725,4
-259_7351,3137,0.0192228243544788,-1.2925,36.7575,4
-255_7398,192,0.019192708333333332,-1.2725,36.9925,7
-258_7349,1641,0.019123095673369898,-1.2875,36.7475,4
-257_7353,2332,0.01905360205831904,-1.2825,36.7675,4
-266_7361,347,0.019023054755043227,-1.3275000000000001,36.8075,1
-261_7348,486,0.019006172839506175,-1.3025,36.7425,4
-244_7379,4659,0.018863919295986263,-1.2175,36.8975,5
-251_7349,107,0.01882242990654206,-1.2525,36.7475,4
-260_7351,4218,0.018795697012802273,-1.2975,36.7575,4
-253_7387,101,0.018752475247524755,-1.2625,36.9375,7
-254_7378,1166,0.018744425385934817,-1.2675,36.8925,7
-255_7378,2689,0.01870909259947936,-1.2725,36.8925,7
-257_7351,1094,0.018688299817184645,-1.2825,36.7575,4
-239_7381,252,0.01856746031746032,-1.1925000000000001,36.9075,5
-254_7398,502,0.018553784860557768,-1.2675,36.9925,7
-267_7334,121,0.018545454545454542,-1.3325,36.6725,1
-244_7378,3117,0.01852149502726981,-1.2175,36.8925,5
-256_7379,4138,0.0184623610439826,-1.2775,36.8975,7
-255_7382,2137,0.018388394946186243,-1.2725,36.9125,7
-256_7382,967,0.018297828335056877,-1.2775,36.9125,7
-262_7383,491,0.018285132382892057,-1.3075,36.917500000000004,7
-250_7390,197,0.018279187817258884,-1.2475,36.9525,7
-245_7355,395,0.018260759493670887,-1.2225,36.7775,4
-244_7373,300,0.018226666666666665,-1.2175,36.8675,5
-257_7379,5033,0.018219004569839062,-1.2825,36.8975,7
-244_7377,11264,0.018199662642045453,-1.2175,36.8875,5
-270_7380,162,0.018185185185185186,-1.3475,36.9025,7
-266_7336,110,0.018109090909090908,-1.3275000000000001,36.6825,1
-254_7340,122,0.018090163934426227,-1.2675,36.7025,4
-242_7373,183,0.018021857923497267,-1.2075,36.8675,5
-259_7348,1355,0.017948339483394835,-1.2925,36.7425,4
-253_7383,911,0.017945115257958288,-1.2625,36.917500000000004,7
-248_7376,521,0.017921785028790785,-1.2375,36.8825,5
-257_7354,2307,0.017916341569137406,-1.2825,36.7725,4
-268_7349,385,0.01785974025974026,-1.3375000000000001,36.7475,1
-270_7349,159,0.017811320754716982,-1.3475,36.7475,1
-248_7372,463,0.017751619870410365,-1.2375,36.862500000000004,5
-248_7369,328,0.017750000000000002,-1.2375,36.847500000000004,5
-252_7383,2315,0.017746436285097193,-1.2575,36.917500000000004,7
-253_7358,2182,0.01773865719523373,-1.2625,36.792500000000004,4
-255_7380,15895,0.017726690783265178,-1.2725,36.9025,7
-261_7347,504,0.017702380952380952,-1.3025,36.737500000000004,4
-251_7358,2822,0.017605244507441532,-1.2525,36.792500000000004,4
-258_7353,1292,0.017603715170278637,-1.2875,36.7675,4
-257_7380,14097,0.017580637724338512,-1.2825,36.9025,7
-256_7355,480,0.017516666666666666,-1.2775,36.7775,4
-245_7375,2177,0.017503445107946713,-1.2225,36.8775,5
-251_7385,921,0.017419109663409336,-1.2525,36.9275,7
-253_7346,437,0.017411899313501143,-1.2625,36.7325,4
-256_7381,6136,0.017408450130378096,-1.2775,36.9075,7
-264_7379,10992,0.017404862627365354,-1.3175000000000001,36.8975,7
-245_7362,122,0.017385245901639344,-1.2225,36.8125,4
-274_7345,237,0.017379746835443036,-1.3675,36.7275,1
-244_7382,556,0.01737589928057554,-1.2175,36.9125,5
-257_7381,8782,0.01736751309496698,-1.2825,36.9075,7
-265_7343,209,0.017311004784688996,-1.3225,36.7175,1
-254_7389,447,0.0172662192393736,-1.2675,36.9475,7
-267_7385,5143,0.017177717285630955,-1.3325,36.9275,7
-249_7362,330,0.017127272727272727,-1.2425,36.8125,4
-256_7380,25580,0.017118334636434716,-1.2775,36.9025,7
-258_7348,2306,0.017080008673026885,-1.2875,36.7425,4
-253_7345,399,0.017012531328320802,-1.2625,36.7275,4
-254_7354,538,0.01700371747211896,-1.2675,36.7725,4
-259_7344,203,0.016965517241379312,-1.2925,36.722500000000004,4
-249_7379,759,0.016907773386034254,-1.2425,36.8975,5
-255_7381,3301,0.01689003332323538,-1.2725,36.9075,7
-265_7380,250,0.016867999999999998,-1.3225,36.9025,7
-256_7377,5380,0.01681003717472119,-1.2775,36.8875,7
-249_7353,499,0.01680360721442886,-1.2425,36.7675,4
-237_7386,166,0.01679518072289157,-1.1825,36.9325,5
-256_7388,660,0.01678787878787879,-1.2775,36.9425,7
-250_7373,958,0.016763048016701462,-1.2475,36.8675,5
-236_7387,226,0.016756637168141592,-1.1775,36.9375,5
-263_7383,833,0.016702280912364947,-1.3125,36.917500000000004,7
-247_7387,400,0.01667875,-1.2325,36.9375,5
-256_7353,3371,0.016663082171462475,-1.2775,36.7675,4
-235_7382,139,0.01653956834532374,-1.1725,36.9125,5
-253_7342,589,0.016504244482173174,-1.2625,36.7125,4
-255_7393,224,0.016495535714285716,-1.2725,36.9675,7
-259_7349,1359,0.01644830757910228,-1.2925,36.7475,4
-262_7348,284,0.016278169014084506,-1.3075,36.7425,4
-248_7349,265,0.016264150943396227,-1.2375,36.7475,4
-258_7345,376,0.016191489361702126,-1.2875,36.7275,4
-245_7373,130,0.01617692307692308,-1.2225,36.8675,5
-266_7357,1422,0.016112869198312237,-1.3275000000000001,36.7875,1
-244_7380,4594,0.0160907705703091,-1.2175,36.9025,5
-251_7356,129,0.01603875968992248,-1.2525,36.7825,4
-264_7382,619,0.0159967689822294,-1.3175000000000001,36.9125,7
-256_7398,102,0.015990196078431374,-1.2775,36.9925,7
-256_7390,1457,0.015947151681537406,-1.2775,36.9525,7
-258_7395,427,0.015936768149882905,-1.2875,36.9775,7
-248_7373,349,0.015922636103151862,-1.2375,36.8675,5
-244_7374,263,0.015916349809885932,-1.2175,36.8725,5
-253_7395,165,0.015787878787878788,-1.2625,36.9775,7
-256_7347,360,0.015658333333333333,-1.2775,36.737500000000004,4
-254_7347,437,0.015622425629290618,-1.2675,36.737500000000004,4
-236_7381,149,0.015604026845637584,-1.1775,36.9075,5
-242_7377,2360,0.01556271186440678,-1.2075,36.8875,5
-246_7374,2028,0.015513436883629191,-1.2275,36.8725,5
-256_7395,331,0.01548640483383686,-1.2775,36.9775,7
-255_7353,692,0.015414739884393062,-1.2725,36.7675,4
-255_7377,760,0.01530921052631579,-1.2725,36.8875,7
-252_7359,6620,0.015308610271903323,-1.2575,36.7975,4
-267_7374,232,0.015267241379310346,-1.3325,36.8725,7
-253_7356,2902,0.015231650585802895,-1.2625,36.7825,4
-243_7377,4771,0.015224009641584576,-1.2125000000000001,36.8875,5
-252_7382,1856,0.015190193965517242,-1.2575,36.9125,7
-259_7346,502,0.015135458167330676,-1.2925,36.7325,4
-234_7383,161,0.0151055900621118,-1.1675,36.917500000000004,5
-248_7353,113,0.015097345132743363,-1.2375,36.7675,4
-255_7346,476,0.015073529411764706,-1.2725,36.7325,4
-254_7348,658,0.015066869300911853,-1.2675,36.7425,4
-254_7353,761,0.015040735873850197,-1.2675,36.7675,4
-251_7386,2691,0.015040505388331477,-1.2525,36.9325,7
-259_7352,3998,0.015036830915457728,-1.2925,36.7625,4
-253_7347,425,0.015002352941176472,-1.2625,36.737500000000004,4
-258_7352,3334,0.01499625074985003,-1.2875,36.7625,4
-247_7348,456,0.014975877192982457,-1.2325,36.7425,4
-245_7356,310,0.01496774193548387,-1.2225,36.7825,4
-263_7382,930,0.01496021505376344,-1.3125,36.9125,7
-245_7382,1455,0.014955670103092783,-1.2225,36.9125,5
-242_7382,256,0.01494140625,-1.2075,36.9125,5
-254_7345,531,0.014934086629001883,-1.2675,36.7275,4
-244_7365,364,0.014928571428571428,-1.2175,36.8275,5
-272_7381,364,0.014898351648351649,-1.3575,36.9075,0
-236_7388,412,0.014859223300970873,-1.1775,36.9425,5
-264_7381,433,0.014842956120092378,-1.3175000000000001,36.9075,7
-245_7377,469,0.014835820895522388,-1.2225,36.8875,5
-260_7352,8166,0.01482864927749204,-1.2975,36.7625,4
-247_7376,2816,0.01478116122159091,-1.2325,36.8825,5
-251_7391,501,0.01473253493013972,-1.2525,36.9575,7
-257_7348,2171,0.014685743896821741,-1.2825,36.7425,4
-267_7365,742,0.014679245283018868,-1.3325,36.8275,1
-262_7382,1469,0.014652484683458134,-1.3075,36.9125,7
-253_7348,720,0.01462638888888889,-1.2625,36.7425,4
-263_7343,103,0.014592233009708739,-1.3125,36.7175,1
-245_7365,164,0.014560975609756097,-1.2225,36.8275,5
-252_7350,1084,0.014525830258302584,-1.2575,36.7525,4
-243_7381,2182,0.014465054995417049,-1.2125000000000001,36.9075,5
-255_7390,220,0.014463636363636363,-1.2725,36.9525,7
-263_7381,3824,0.014461820083682008,-1.3125,36.9075,7
-242_7376,2448,0.01432281454248366,-1.2075,36.8825,5
-267_7360,861,0.014315911730545878,-1.3325,36.8025,1
-272_7347,204,0.014303921568627451,-1.3575,36.737500000000004,1
-245_7380,828,0.014297101449275363,-1.2225,36.9025,5
-275_7343,140,0.014292857142857142,-1.3725,36.7175,1
-256_7397,354,0.014288135593220338,-1.2775,36.987500000000004,7
-258_7390,2451,0.01426856385148919,-1.2875,36.9525,7
-243_7378,2903,0.014208405098174302,-1.2125000000000001,36.8925,5
-248_7387,354,0.01419491525423729,-1.2375,36.9375,5
-237_7387,208,0.014192307692307692,-1.1825,36.9375,5
-241_7379,1304,0.014177914110429448,-1.2025000000000001,36.8975,5
-274_7350,107,0.014140186915887849,-1.3675,36.7525,1
-255_7355,1026,0.014125730994152047,-1.2725,36.7775,4
-254_7344,549,0.01410928961748634,-1.2675,36.722500000000004,4
-251_7369,469,0.014102345415778251,-1.2525,36.847500000000004,5
-243_7366,1278,0.01402621283255086,-1.2125000000000001,36.8325,5
-267_7376,201,0.014013681592039801,-1.3325,36.8825,7
-255_7392,348,0.013979885057471265,-1.2725,36.9625,7
-243_7382,1055,0.013972511848341232,-1.2125000000000001,36.9125,5
-257_7391,1353,0.01395251293422025,-1.2825,36.9575,7
-254_7383,1445,0.013943944636678201,-1.2675,36.917500000000004,7
-259_7345,586,0.013919795221843003,-1.2925,36.7275,4
-256_7391,443,0.013916478555304741,-1.2775,36.9575,7
-256_7392,476,0.01391281512605042,-1.2775,36.9625,7
-259_7373,1025,0.013888780487804878,-1.2925,36.8675,7
-244_7381,2765,0.013818896925858951,-1.2175,36.9075,5
-252_7384,2547,0.01374401256380055,-1.2575,36.9225,7
-246_7372,245,0.013669387755102042,-1.2275,36.862500000000004,5
-258_7389,1982,0.013664984863773965,-1.2875,36.9475,7
-253_7384,471,0.013660297239915074,-1.2625,36.9225,7
-248_7377,529,0.013637051039697543,-1.2375,36.8875,5
-264_7343,427,0.013622950819672132,-1.3175000000000001,36.7175,1
-272_7351,133,0.013556390977443608,-1.3575,36.7575,1
-269_7383,211,0.013511848341232228,-1.3425,36.917500000000004,7
-257_7390,1138,0.013476054481546573,-1.2825,36.9525,7
-248_7368,822,0.013452554744525547,-1.2375,36.8425,5
-259_7395,166,0.013421686746987953,-1.2925,36.9775,7
-254_7390,233,0.013407725321888412,-1.2675,36.9525,7
-254_7381,6028,0.01339349701393497,-1.2675,36.9075,7
-254_7382,7909,0.013224491086104437,-1.2675,36.9125,7
-255_7389,305,0.013190163934426229,-1.2725,36.9475,7
-246_7367,787,0.013151842439644219,-1.2275,36.8375,5
-255_7352,680,0.01308970588235294,-1.2725,36.7625,4
-256_7394,324,0.012901234567901234,-1.2775,36.972500000000004,7
-244_7354,259,0.012895752895752895,-1.2175,36.7725,4
-252_7391,126,0.01280952380952381,-1.2575,36.9575,7
-245_7368,395,0.01278227848101266,-1.2225,36.8425,5
-257_7342,336,0.01275595238095238,-1.2825,36.7125,4
-257_7347,1824,0.012736293859649124,-1.2825,36.737500000000004,4
-253_7381,3252,0.012575953259532594,-1.2625,36.9075,7
-249_7375,727,0.012574277854195324,-1.2425,36.8775,5
-269_7353,1415,0.012552650176678445,-1.3425,36.7675,1
-250_7388,344,0.012354651162790697,-1.2475,36.9425,7
-243_7383,242,0.012318181818181818,-1.2125000000000001,36.917500000000004,5
-248_7384,275,0.012283636363636365,-1.2375,36.9225,5
-258_7391,109,0.012238532110091745,-1.2875,36.9575,7
-252_7390,861,0.01202787456445993,-1.2575,36.9525,7
-247_7384,1777,0.011999577940348904,-1.2325,36.9225,5
-253_7382,6498,0.011978531855955678,-1.2625,36.9125,7
-246_7385,966,0.011966873706004142,-1.2275,36.9275,5
-257_7344,684,0.011966374269005849,-1.2825,36.722500000000004,4
-252_7342,273,0.011941391941391943,-1.2575,36.7125,4
-252_7389,1557,0.011909441233140654,-1.2575,36.9475,7
-251_7390,1075,0.011886511627906977,-1.2525,36.9525,7
-258_7394,773,0.011869340232858992,-1.2875,36.972500000000004,7
-252_7385,1631,0.011849478847332924,-1.2575,36.9275,7
-245_7374,694,0.011786743515850144,-1.2225,36.8725,5
-239_7380,633,0.011755134281200631,-1.1925000000000001,36.9025,5
-248_7385,400,0.011755,-1.2375,36.9275,5
-272_7349,245,0.011751020408163265,-1.3575,36.7475,1
-267_7357,115,0.011747826086956521,-1.3325,36.7875,1
-257_7389,2792,0.011645773638968482,-1.2825,36.9475,7
-271_7351,390,0.011605128205128205,-1.3525,36.7575,1
-264_7340,821,0.011478075517661388,-1.3175000000000001,36.7025,1
-260_7350,4257,0.011449142588677472,-1.2975,36.7525,4
-246_7384,2331,0.01128914628914629,-1.2275,36.9225,5
-246_7368,550,0.011274545454545455,-1.2275,36.8425,5
-236_7383,1204,0.011162790697674419,-1.1775,36.917500000000004,5
-255_7399,551,0.011067150635208712,-1.2725,36.9975,7
-276_7349,202,0.01101980198019802,-1.3775,36.7475,1
-262_7381,4163,0.010914484746576986,-1.3075,36.9075,7
-245_7367,569,0.010869947275922671,-1.2225,36.8375,5
-247_7385,928,0.010825700431034483,-1.2325,36.9275,5
-242_7357,1816,0.010785242290748898,-1.2075,36.7875,4
-243_7376,1991,0.010752887995981918,-1.2125000000000001,36.8825,5
-265_7339,113,0.010597345132743363,-1.3225,36.6975,1
-254_7356,359,0.010568245125348189,-1.2675,36.7825,4
-266_7342,750,0.010566666666666667,-1.3275000000000001,36.7125,1
-251_7388,503,0.010493041749502982,-1.2525,36.9425,7
-267_7384,2902,0.010358890420399725,-1.3325,36.9225,7
-257_7388,487,0.010320328542094456,-1.2825,36.9425,7
-245_7372,148,0.010317567567567569,-1.2225,36.862500000000004,5
-265_7340,1016,0.010306594488188978,-1.3225,36.7025,1
-268_7382,223,0.010264573991031391,-1.3375000000000001,36.9125,7
-251_7389,912,0.010208333333333333,-1.2525,36.9475,7
-268_7347,646,0.010189628482972135,-1.3375000000000001,36.737500000000004,1
-259_7347,698,0.010094555873925501,-1.2925,36.737500000000004,4
-257_7345,1386,0.010075757575757576,-1.2825,36.7275,4
-266_7343,1435,0.010044599303135887,-1.3275000000000001,36.7175,1
-244_7376,1868,0.010041755888650963,-1.2175,36.8825,5
-271_7380,312,0.010032051282051282,-1.3525,36.9025,0
-245_7383,1174,0.01002576660988075,-1.2225,36.917500000000004,5
-257_7343,335,0.009982089552238806,-1.2825,36.7175,4
-266_7355,7424,0.009938510237068966,-1.3275000000000001,36.7775,1
-243_7355,102,0.00992156862745098,-1.2125000000000001,36.7775,4
-237_7381,558,0.009879928315412186,-1.1825,36.9075,5
-237_7379,642,0.009878504672897198,-1.1825,36.8975,5
-241_7375,101,0.009841584158415842,-1.2025000000000001,36.8775,5
-238_7379,1338,0.009721225710014948,-1.1875,36.8975,5
-244_7375,4238,0.0096795068428504,-1.2175,36.8775,5
-253_7351,209,0.009612440191387558,-1.2625,36.7575,4
-267_7335,131,0.009580152671755724,-1.3325,36.6775,1
-245_7370,149,0.009557046979865771,-1.2225,36.8525,5
-256_7352,395,0.009551898734177215,-1.2775,36.7625,4
-245_7381,132,0.00953030303030303,-1.2225,36.9075,5
-273_7383,1380,0.009521014492753622,-1.3625,36.917500000000004,0
-257_7393,785,0.009435668789808917,-1.2825,36.9675,7
-240_7379,124,0.00941935483870968,-1.1975,36.8975,5
-249_7363,703,0.009260312944523471,-1.2425,36.8175,4
-248_7348,152,0.009230263157894736,-1.2375,36.7425,4
-245_7353,140,0.009128571428571429,-1.2225,36.7675,4
-256_7393,1706,0.009072098475967174,-1.2775,36.9675,7
-271_7350,752,0.009068484042553192,-1.3525,36.7525,1
-268_7383,420,0.008954761904761905,-1.3375000000000001,36.917500000000004,7
-247_7368,408,0.008948529411764706,-1.2325,36.8425,5
-246_7356,261,0.008865900383141763,-1.2275,36.7825,4
-239_7379,1363,0.008822450476889215,-1.1925000000000001,36.8975,5
-253_7344,504,0.008801587301587302,-1.2625,36.722500000000004,4
-254_7396,104,0.00873076923076923,-1.2675,36.9825,7
-243_7375,1063,0.008727187206020696,-1.2125000000000001,36.8775,5
-258_7388,520,0.008726923076923077,-1.2875,36.9425,7
-266_7356,902,0.00869290465631929,-1.3275000000000001,36.7825,1
-257_7346,1219,0.008686628383921247,-1.2825,36.7325,4
-247_7383,1613,0.008663360198388096,-1.2325,36.917500000000004,5
-263_7348,283,0.008597173144876324,-1.3125,36.7425,1
-258_7347,982,0.008591649694501017,-1.2875,36.737500000000004,4
-266_7341,151,0.008589403973509935,-1.3275000000000001,36.7075,1
