pickup_grid,trips,avg_value,lat,lon
-262_7376,267,0.07127715355805243,-1.3075,36.8825
-259_7368,2185,0.06902585812356979,-1.2925,36.8425
-250_7381,325,0.06786461538461538,-1.2475,36.9075
-256_7360,993,0.06693680765357503,-1.2775,36.8025
-255_7363,8520,0.06687455985915493,-1.2725,36.8175
-258_7361,2630,0.06678479087452471,-1.2875,36.8075
-259_7360,3390,0.06675840707964602,-1.2925,36.8025
-236_7385,201,0.0660547263681592,-1.1775,36.9275
-253_7369,322,0.06551242236024844,-1.2625,36.847500000000004
-249_7381,194,0.06526804123711341,-1.2425,36.9075
-261_7370,197,0.06283248730964468,-1.3025,36.8525
-251_7380,278,0.06270143884892086,-1.2525,36.9025
-257_7361,626,0.06251477635782748,-1.2825,36.8075
-263_7354,169,0.06235502958579882,-1.3125,36.7725
-260_7369,765,0.062117647058823534,-1.2975,36.847500000000004
-261_7368,551,0.06158847549909256,-1.3025,36.8425
-241_7381,343,0.060885568513119534,-1.2025000000000001,36.9075
-245_7385,189,0.06080423280423281,-1.2225,36.9275
-251_7361,658,0.06078077507598784,-1.2525,36.8075
-250_7380,206,0.060514563106796114,-1.2475,36.9025
-261_7366,1681,0.060301160023795354,-1.3025,36.8325
-255_7364,9608,0.06018112510407993,-1.2725,36.8225
-255_7362,9432,0.059928859202714166,-1.2725,36.8125
-255_7361,6839,0.059533338207340254,-1.2725,36.8075
-254_7364,1669,0.058834481725584184,-1.2675,36.8225
-242_7359,1558,0.05821726572528883,-1.2075,36.7975
-253_7365,8954,0.05795197677015859,-1.2625,36.8275
-261_7361,9430,0.0574902704135737,-1.3025,36.8075
-261_7369,714,0.05710539215686274,-1.3025,36.847500000000004
-263_7355,763,0.056922673656618614,-1.3125,36.7775
-263_7356,317,0.056882492113564664,-1.3125,36.7825
-264_7370,11562,0.0562313397336101,-1.3175000000000001,36.8525
-266_7371,1626,0.05604458794587946,-1.3275000000000001,36.8575
-260_7370,1261,0.05594984139571769,-1.2975,36.8525
-260_7382,696,0.055942528735632185,-1.2975,36.9125
-263_7357,240,0.05545,-1.3125,36.7875
-261_7367,2216,0.05528531137184115,-1.3025,36.8375
-254_7363,4084,0.05443180705190989,-1.2675,36.8175
-252_7378,701,0.05379315263908702,-1.2575,36.8925
-248_7381,1543,0.053072261827608554,-1.2375,36.9075
-262_7370,591,0.05295939086294416,-1.3075,36.8525
-250_7358,182,0.052813186813186815,-1.2475,36.792500000000004
-259_7370,3244,0.05279932182490752,-1.2925,36.8525
-253_7353,195,0.05267692307692308,-1.2625,36.7675
-253_7392,199,0.05256281407035175,-1.2625,36.9625
-250_7364,166,0.052487951807228914,-1.2475,36.8225
-249_7358,440,0.05236818181818182,-1.2425,36.792500000000004
-261_7372,210,0.051519047619047624,-1.3025,36.862500000000004
-249_7357,539,0.051226345083487945,-1.2425,36.7875
-249_7382,161,0.050931677018633534,-1.2425,36.9125
-252_7373,935,0.050332620320855614,-1.2575,36.8675
-254_7362,6870,0.049784170305676854,-1.2675,36.8125
-255_7348,338,0.049520710059171594,-1.2725,36.7425
-258_7360,2208,0.049401154891304346,-1.2875,36.8025
-264_7373,583,0.048938250428816464,-1.3175000000000001,36.8675
-263_7377,1117,0.048611011638316916,-1.3125,36.8875
-262_7357,901,0.04838623751387347,-1.3075,36.7875
-253_7364,24801,0.04833589371396314,-1.2625,36.8225
-264_7357,963,0.04824792315680166,-1.3175000000000001,36.7875
-262_7373,483,0.04810973084886128,-1.3075,36.8675
-262_7368,646,0.04802476780185758,-1.3075,36.8425
-264_7377,470,0.04776968085106383,-1.3175000000000001,36.8875
-250_7385,368,0.04763315217391304,-1.2475,36.9275
-259_7371,1457,0.047561427590940286,-1.2925,36.8575
-253_7374,1425,0.04754912280701755,-1.2625,36.8725
-262_7374,568,0.04711355633802817,-1.3075,36.8725
-265_7373,505,0.04710099009900991,-1.3225,36.8675
-252_7365,45863,0.046987751564441925,-1.2575,36.8275
-256_7359,2244,0.04675924688057041,-1.2775,36.7975
-264_7369,7514,0.046399287995741285,-1.3175000000000001,36.847500000000004
-266_7360,936,0.046273237179487184,-1.3275000000000001,36.8025
-264_7356,223,0.045802690582959646,-1.3175000000000001,36.7825
-262_7363,4865,0.04555914696813977,-1.3075,36.8175
-257_7373,802,0.045471321695760604,-1.2825,36.8675
-253_7373,1110,0.04532635135135135,-1.2625,36.8675
-262_7365,12697,0.045153362999133646,-1.3075,36.8275
-260_7373,1622,0.044893341553637486,-1.2975,36.8675
-264_7358,535,0.04478878504672897,-1.3175000000000001,36.792500000000004
-264_7372,436,0.044743119266055044,-1.3175000000000001,36.862500000000004
-258_7372,2611,0.04469427422443508,-1.2875,36.862500000000004
-260_7376,339,0.04461946902654867,-1.2975,36.8825
-251_7374,697,0.044554878048780486,-1.2525,36.8725
-265_7359,3041,0.04445059191055574,-1.3225,36.7975
-251_7378,601,0.044399334442595674,-1.2525,36.8925
-265_7358,631,0.04435340729001584,-1.3225,36.792500000000004
-252_7363,33758,0.04431961312873985,-1.2575,36.8175
-262_7367,2916,0.04386985596707819,-1.3075,36.8375
-251_7376,570,0.0433280701754386,-1.2525,36.8825
-262_7375,776,0.043270618556701036,-1.3075,36.8775
-260_7360,13670,0.04326223482077542,-1.2975,36.8025
-255_7360,2114,0.04293472090823084,-1.2725,36.8025
-251_7370,214,0.04286915887850467,-1.2525,36.8525
-243_7359,2529,0.04282839066824832,-1.2125000000000001,36.7975
-263_7364,20977,0.04282185250512466,-1.3125,36.8225
-253_7363,22582,0.04281514037729165,-1.2625,36.8175
-263_7369,2311,0.04269309822587625,-1.3125,36.847500000000004
-240_7381,152,0.04258552631578947,-1.1975,36.9075
-267_7362,473,0.04248202959830867,-1.3325,36.8125
-246_7360,4422,0.04223852329262777,-1.2275,36.8025
-265_7370,7021,0.04221022646346674,-1.3225,36.8525
-262_7366,11455,0.0421443474465299,-1.3075,36.8325
-251_7379,232,0.04213362068965518,-1.2525,36.8975
-261_7360,9698,0.04202900082491236,-1.3025,36.8025
-262_7360,4893,0.0420076129164112,-1.3075,36.8025
-253_7352,426,0.041999999999999996,-1.2625,36.7625
-256_7349,157,0.04196178343949045,-1.2775,36.7475
-252_7360,23053,0.04187501626686332,-1.2575,36.8025
-262_7353,394,0.04185659898477158,-1.3075,36.7675
-252_7377,156,0.04174358974358975,-1.2575,36.8875
-262_7372,832,0.041701923076923074,-1.3075,36.862500000000004
-251_7372,881,0.04169466515323496,-1.2525,36.862500000000004
-262_7371,1151,0.04165747176368375,-1.3075,36.8575
-252_7361,7925,0.04156208201892744,-1.2575,36.8075
-262_7377,466,0.04140128755364807,-1.3075,36.8875
-263_7368,5720,0.04095909090909091,-1.3125,36.8425
-264_7355,243,0.040884773662551444,-1.3175000000000001,36.7775
-247_7362,1286,0.04087480559875583,-1.2325,36.8125
-258_7382,227,0.040861233480176215,-1.2875,36.9125
-265_7363,2713,0.0400546443051972,-1.3225,36.8175
-254_7361,11193,0.039952849995532926,-1.2675,36.8075
-263_7363,8323,0.03975639793343746,-1.3125,36.8175
-252_7374,1298,0.03964830508474577,-1.2575,36.8725
-256_7344,186,0.039645161290322584,-1.2775,36.722500000000004
-256_7348,234,0.03953846153846154,-1.2775,36.7425
-264_7365,60748,0.039513580694014616,-1.3175000000000001,36.8275
-252_7364,18130,0.03933837562051848,-1.2575,36.8225
-248_7380,1185,0.03922025316455696,-1.2375,36.9025
-257_7349,207,0.03919806763285025,-1.2825,36.7475
-264_7366,7471,0.0391669120599652,-1.3175000000000001,36.8325
-241_7382,247,0.03908502024291498,-1.2025000000000001,36.9125
-262_7364,15530,0.039025853187379264,-1.3075,36.8225
-251_7373,718,0.03887395543175488,-1.2525,36.8675
-266_7368,20802,0.03884864436111912,-1.3275000000000001,36.8425
-265_7368,14193,0.0387675262453322,-1.3225,36.8425
-263_7360,1401,0.038651677373304785,-1.3125,36.8025
-246_7362,193,0.038637305699481865,-1.2275,36.8125
-266_7364,10621,0.03863150833254873,-1.3275000000000001,36.8225
-256_7374,1219,0.03845077932731747,-1.2775,36.8725
-263_7365,33694,0.03840569537603134,-1.3125,36.8275
-250_7372,594,0.03835016835016835,-1.2475,36.862500000000004
-251_7377,563,0.03833747779751332,-1.2525,36.8875
-251_7375,1119,0.03833623771224307,-1.2525,36.8775
-258_7373,1536,0.0383115234375,-1.2875,36.8675
-264_7384,229,0.038218340611353714,-1.3175000000000001,36.9225
-268_7378,780,0.0381676282051282,-1.3375000000000001,36.8925
-264_7367,18158,0.03807606839960348,-1.3175000000000001,36.8375
-259_7378,3035,0.038054530477759474,-1.2925,36.8925
-248_7370,170,0.03804117647058823,-1.2375,36.8525
-251_7371,1859,0.037944593867670795,-1.2525,36.8575
-259_7359,21857,0.037821601775175,-1.2925,36.7975
-259_7372,2559,0.03765220789370848,-1.2925,36.862500000000004
-266_7369,2118,0.03756338526912181,-1.3275000000000001,36.847500000000004
-242_7381,190,0.037547368421052635,-1.2075,36.9075
-265_7369,8271,0.03744795067101923,-1.3225,36.847500000000004
-254_7388,571,0.03740805604203152,-1.2675,36.9425
-246_7361,2055,0.03731581508515815,-1.2275,36.8075
-251_7364,852,0.03717840375586854,-1.2525,36.8225
-263_7367,34109,0.036921831481427185,-1.3125,36.8375
-264_7368,46238,0.03691627557420303,-1.3175000000000001,36.8425
-251_7363,1131,0.036853448275862066,-1.2525,36.8175
-265_7364,16438,0.036810150261589,-1.3225,36.8225
-267_7372,620,0.03665524193548387,-1.3325,36.862500000000004
-259_7377,3190,0.03653432601880878,-1.2925,36.8875
-261_7358,2007,0.03645739910313901,-1.3025,36.792500000000004
-242_7380,595,0.036438235294117646,-1.2075,36.9025
-250_7369,308,0.03637012987012987,-1.2475,36.847500000000004
-264_7364,13423,0.03632624972062877,-1.3175000000000001,36.8225
-262_7378,843,0.03630367734282325,-1.3075,36.8925
-277_7353,196,0.03620408163265306,-1.3825,36.7675
-246_7386,308,0.03619805194805195,-1.2275,36.9325
-253_7376,1137,0.03610993843447669,-1.2625,36.8825
-263_7370,603,0.035972222222222225,-1.3125,36.8525
-258_7359,8581,0.03580474303694208,-1.2875,36.7975
-265_7371,211,0.03549763033175356,-1.3225,36.8575
-253_7361,8234,0.03505112946320136,-1.2625,36.8075
-252_7376,604,0.034905629139072844,-1.2575,36.8825
-262_7362,6514,0.03477298894688363,-1.3075,36.8125
-265_7354,2917,0.03472248885841618,-1.3225,36.7725
-263_7362,5749,0.03469646895112193,-1.3125,36.8125
-266_7370,2407,0.0346896551724138,-1.3275000000000001,36.8525
-260_7359,16102,0.03455850204943486,-1.2975,36.7975
-256_7342,308,0.03446103896103896,-1.2775,36.7125
-251_7359,1199,0.034343619683069225,-1.2525,36.7975
-260_7378,3551,0.034288299070684314,-1.2975,36.8925
-261_7371,280,0.034239285714285715,-1.3025,36.8575
-249_7377,271,0.034190959409594095,-1.2425,36.8875
-264_7363,3494,0.034149971379507725,-1.3175000000000001,36.8175
-263_7359,254,0.034102362204724415,-1.3125,36.7975
-251_7384,949,0.034047945205479456,-1.2525,36.9225
-264_7383,1115,0.034047533632287,-1.3175000000000001,36.917500000000004
-265_7366,7776,0.03367457561728395,-1.3225,36.8325
-265_7367,2601,0.03354757785467128,-1.3225,36.8375
-260_7371,2245,0.03349365256124722,-1.2975,36.8575
-265_7374,570,0.03342105263157895,-1.3225,36.8725
-261_7382,1436,0.03341713091922006,-1.3025,36.9125
-253_7379,300,0.033389999999999996,-1.2625,36.8975
-257_7398,156,0.03337820512820513,-1.2825,36.9925
-254_7360,5541,0.03337001443782711,-1.2675,36.8025
-261_7359,681,0.03320411160058737,-1.3025,36.7975
-260_7377,2599,0.032916506348595616,-1.2975,36.8875
-265_7365,27984,0.03291500500285877,-1.3225,36.8275
-261_7357,2844,0.032884054149085795,-1.3025,36.7875
-246_7377,586,0.032665529010238906,-1.2275,36.8875
-266_7365,35807,0.03255838243918787,-1.3275000000000001,36.8275
-265_7360,4845,0.03251532507739938,-1.3225,36.8025
-262_7351,189,0.03236507936507937,-1.3075,36.7575
-255_7350,152,0.03214473684210526,-1.2725,36.7525
-251_7360,979,0.03204111338100102,-1.2525,36.8025
-254_7357,1570,0.032021656050955416,-1.2675,36.7875
-243_7358,4244,0.03199304901036758,-1.2125000000000001,36.792500000000004
-263_7372,363,0.031853994490358126,-1.3125,36.862500000000004
-267_7373,848,0.03184640330188679,-1.3325,36.8675
-253_7360,38395,0.03181885011069149,-1.2625,36.8025
-254_7377,1890,0.03178611111111111,-1.2675,36.8875
-253_7378,526,0.03177566539923954,-1.2625,36.8925
-254_7376,1788,0.03177279082774049,-1.2675,36.8825
-252_7375,4560,0.03172379385964912,-1.2575,36.8775
-253_7362,9973,0.031405820715933015,-1.2625,36.8125
-257_7358,3966,0.031401664145234494,-1.2825,36.792500000000004
-242_7379,2195,0.03136640091116173,-1.2075,36.8975
-265_7361,650,0.03120153846153846,-1.3225,36.8075
-258_7396,445,0.031170786516853934,-1.2875,36.9825
-250_7374,3914,0.031148952478283087,-1.2475,36.8725
-262_7361,382,0.03110732984293194,-1.3075,36.8075
-245_7354,206,0.030990291262135924,-1.2225,36.7725
-261_7379,2462,0.030984463850528027,-1.3025,36.8975
-267_7378,213,0.03097183098591549,-1.3325,36.8925
-260_7380,1454,0.030966987620357635,-1.2975,36.9025
-263_7366,5042,0.03095096191987307,-1.3125,36.8325
-257_7357,3348,0.030883661887694144,-1.2825,36.7875
-250_7371,277,0.03083032490974729,-1.2475,36.8575
-267_7351,241,0.030827800829875518,-1.3325,36.7575
-264_7361,2591,0.03069287919722115,-1.3175000000000001,36.8075
-266_7378,1962,0.03068972986748216,-1.3275000000000001,36.8925
-247_7372,764,0.03063710732984293,-1.2325,36.862500000000004
-264_7360,1003,0.030584995014955135,-1.3175000000000001,36.8025
-255_7375,2521,0.0305710035700119,-1.2725,36.8775
-268_7353,204,0.03048406862745098,-1.3375000000000001,36.7675
-254_7349,673,0.030392273402674592,-1.2675,36.7475
-244_7355,402,0.030380597014925376,-1.2175,36.7775
-260_7379,2422,0.03031812551610239,-1.2975,36.8975
-235_7383,410,0.030109756097560978,-1.1725,36.917500000000004
-259_7354,14085,0.03000530706425275,-1.2925,36.7725
-260_7375,1418,0.029876586741889987,-1.2975,36.8775
-253_7386,166,0.029825301204819275,-1.2625,36.9325
-258_7337,150,0.02981333333333333,-1.2875,36.6875
-257_7375,3047,0.02980587463078438,-1.2825,36.8775
-266_7366,17876,0.029704785746251957,-1.3275000000000001,36.8325
-251_7383,542,0.02965129151291513,-1.2525,36.917500000000004
-259_7379,6066,0.02942775304978569,-1.2925,36.8975
-253_7385,659,0.02931259484066768,-1.2625,36.9275
-254_7355,397,0.029279596977329975,-1.2675,36.7775
-265_7376,1527,0.02926784544859201,-1.3225,36.8825
-265_7357,2068,0.029257736943907157,-1.3225,36.7875
-248_7362,2685,0.02923994413407821,-1.2375,36.8125
-254_7384,608,0.029230263157894735,-1.2675,36.9225
-257_7376,2562,0.028966042154566746,-1.2825,36.8825
-253_7375,1452,0.02893388429752066,-1.2625,36.8775
-252_7362,32695,0.028918144976296068,-1.2575,36.8125
-254_7350,274,0.028864963503649633,-1.2675,36.7525
-258_7354,7972,0.02885351856497742,-1.2875,36.7725
-259_7376,2044,0.02882497553816047,-1.2925,36.8825
-253_7355,1250,0.0288168,-1.2625,36.7775
-245_7379,774,0.028768733850129197,-1.2225,36.8975
-260_7372,1984,0.028717363911290324,-1.2975,36.862500000000004
-257_7350,459,0.028660130718954246,-1.2825,36.7525
-255_7347,284,0.028651408450704227,-1.2725,36.737500000000004
-247_7360,3439,0.028636449549287582,-1.2325,36.8025
-261_7381,2730,0.028596062271062272,-1.3025,36.9075
-258_7377,4270,0.028570784543325525,-1.2875,36.8875
-250_7375,661,0.028526475037821485,-1.2475,36.8775
-263_7361,4350,0.02851080459770115,-1.3125,36.8075
-252_7355,1537,0.02847234873129473,-1.2575,36.7775
-255_7394,479,0.02840866388308977,-1.2725,36.972500000000004
-242_7383,1312,0.028290396341463412,-1.2075,36.917500000000004
-251_7362,6583,0.0282085675224062,-1.2525,36.8125
-267_7353,202,0.02810891089108911,-1.3325,36.7675
-255_7358,1033,0.028102855759922555,-1.2725,36.792500000000004
-240_7380,1370,0.02809580291970803,-1.1975,36.9025
-263_7384,593,0.028033726812816188,-1.3125,36.9225
-256_7375,3101,0.027940503063527897,-1.2775,36.8775
-255_7376,1442,0.027934292649098476,-1.2725,36.8825
-258_7376,4666,0.027902700385769395,-1.2875,36.8825
-269_7376,187,0.027850267379679144,-1.3425,36.8825
-261_7383,214,0.02772429906542056,-1.3025,36.917500000000004
-246_7359,334,0.02767365269461078,-1.2275,36.7975
-267_7377,322,0.027602484472049688,-1.3325,36.8875
-266_7367,16618,0.027547448549765315,-1.3275000000000001,36.8375
-252_7356,1766,0.02751047565118913,-1.2575,36.7825
-253_7377,2021,0.027498268184067292,-1.2625,36.8875
-266_7376,5406,0.027462541620421756,-1.3275000000000001,36.8825
-258_7356,7577,0.02745562227794642,-1.2875,36.7825
-243_7379,2310,0.027399458874458875,-1.2125000000000001,36.8975
-257_7382,519,0.02737957610789981,-1.2825,36.9125
-264_7378,1577,0.027256182625237792,-1.3175000000000001,36.8925
-260_7355,9375,0.0271424,-1.2975,36.7775
-262_7354,2806,0.02701550249465431,-1.3075,36.7725
-256_7376,1668,0.02698381294964029,-1.2775,36.8825
-241_7380,922,0.026963123644251626,-1.2025000000000001,36.9025
-263_7371,1279,0.026944487881157157,-1.3125,36.8575
-259_7375,4064,0.02689966781496063,-1.2925,36.8775
-252_7351,173,0.026867052023121386,-1.2575,36.7575
-252_7392,169,0.026828402366863905,-1.2575,36.9625
-258_7374,3035,0.026809637561779242,-1.2875,36.8725
-259_7355,7492,0.026785971703150026,-1.2925,36.7775
-246_7376,986,0.026635902636916838,-1.2275,36.8825
-250_7376,174,0.02658045977011494,-1.2475,36.8825
-244_7364,343,0.026571428571428572,-1.2175,36.8225
-257_7374,3150,0.026326904761904763,-1.2825,36.8725
-251_7357,417,0.02630695443645084,-1.2525,36.7875
-252_7380,421,0.026287410926365797,-1.2575,36.9025
-256_7358,8702,0.02623753160193059,-1.2775,36.792500000000004
-264_7362,4872,0.026233579638752055,-1.3175000000000001,36.8125
-257_7378,4000,0.0261320625,-1.2825,36.8925
-258_7358,12203,0.026125809227239203,-1.2875,36.792500000000004
-262_7356,964,0.026064834024896264,-1.3075,36.7825
-261_7355,4152,0.026056478805394988,-1.3025,36.7775
-258_7379,4136,0.025950193423597678,-1.2875,36.8975
-254_7346,435,0.0258735632183908,-1.2675,36.7325
-248_7374,1830,0.02584685792349727,-1.2375,36.8725
-248_7363,199,0.025793969849246232,-1.2375,36.8175
-261_7378,2336,0.02569242294520548,-1.3025,36.8925
-261_7354,6186,0.025686429033301005,-1.3025,36.7725
-259_7358,20291,0.025685180621950618,-1.2925,36.792500000000004
-258_7375,4053,0.02566327411793733,-1.2875,36.8775
-262_7355,1176,0.025572916666666667,-1.3075,36.7775
-266_7379,1036,0.025497104247104246,-1.3275000000000001,36.8975
-258_7393,318,0.025446540880503146,-1.2875,36.9675
-261_7350,1431,0.025445842068483576,-1.3025,36.7525
-251_7351,269,0.02542007434944238,-1.2525,36.7575
-236_7382,389,0.025349614395886892,-1.1775,36.9125
-256_7345,155,0.025316129032258064,-1.2775,36.7275
-258_7378,5284,0.025270864875094626,-1.2875,36.8925
-254_7397,186,0.025241935483870968,-1.2675,36.987500000000004
-243_7365,377,0.02523872679045093,-1.2125000000000001,36.8275
-261_7380,5338,0.025145138628699888,-1.3025,36.9025
-247_7361,2233,0.025132781012091356,-1.2325,36.8075
-261_7376,442,0.025119909502262443,-1.3025,36.8825
-263_7378,2874,0.02511751913709116,-1.3125,36.8925
-264_7342,183,0.02503551912568306,-1.3175000000000001,36.7125
-266_7374,407,0.024958230958230958,-1.3275000000000001,36.8725
-246_7375,1281,0.024938914910226383,-1.2275,36.8775
-247_7375,11012,0.02488925717399201,-1.2325,36.8775
-261_7353,1352,0.024839312130177513,-1.3025,36.7675
-243_7380,970,0.024837113402061854,-1.2125000000000001,36.9025
-254_7358,2624,0.02475104801829268,-1.2675,36.792500000000004
-259_7353,3714,0.02464822294022617,-1.2925,36.7675
-262_7379,5543,0.024602651993505323,-1.3075,36.8975
-260_7358,12307,0.024575830827984074,-1.2975,36.792500000000004
-250_7356,199,0.024557788944723616,-1.2475,36.7825
-259_7380,26065,0.024531728371379243,-1.2925,36.9025
-255_7357,2301,0.02452955236853542,-1.2725,36.7875
-254_7351,347,0.02451585014409222,-1.2675,36.7575
-237_7385,226,0.024513274336283187,-1.1825,36.9275
-252_7387,367,0.02449591280653951,-1.2575,36.9375
-245_7384,1478,0.024489851150202975,-1.2225,36.9225
-258_7350,960,0.024366666666666665,-1.2875,36.7525
-255_7359,4084,0.024345800685602353,-1.2725,36.7975
-266_7362,319,0.024344827586206895,-1.3275000000000001,36.8125
-250_7391,657,0.024322678843226787,-1.2475,36.9575
-261_7377,4386,0.024275991792065663,-1.3025,36.8875
-256_7378,3673,0.024226653961339505,-1.2775,36.8925
-261_7356,6767,0.024046143047140534,-1.3025,36.7825
-258_7355,7568,0.023966801004228332,-1.2875,36.7775
-249_7373,1091,0.023917506874427133,-1.2425,36.8675
-254_7379,969,0.02391640866873065,-1.2675,36.8975
-247_7377,683,0.0238696925329429,-1.2325,36.8875
-258_7357,17882,0.023830695671625095,-1.2875,36.7875
-257_7352,1625,0.023804,-1.2825,36.7625
-256_7383,368,0.023782608695652175,-1.2775,36.917500000000004
-248_7361,1760,0.023757386363636366,-1.2375,36.8075
-257_7356,10587,0.023720010390101066,-1.2825,36.7825
-247_7349,277,0.023711191335740074,-1.2325,36.7475
-253_7354,346,0.02370664739884393,-1.2625,36.7725
-251_7387,606,0.023655115511551156,-1.2525,36.9375
-238_7381,790,0.023641455696202535,-1.1875,36.9075
-262_7380,6243,0.023639676437610124,-1.3075,36.9025
-251_7382,1342,0.023597615499254845,-1.2525,36.9125
-258_7380,15370,0.02355227716330514,-1.2875,36.9025
-255_7379,3413,0.023520070319367127,-1.2725,36.8975
-248_7356,215,0.023516279069767443,-1.2375,36.7825
-253_7389,391,0.023478260869565216,-1.2625,36.9475
-255_7388,1475,0.023403220338983052,-1.2725,36.9425
-260_7374,1590,0.023388522012578617,-1.2975,36.8725
-256_7357,4479,0.02336330654163876,-1.2775,36.7875
-259_7374,1728,0.023352141203703703,-1.2925,36.8725
-248_7375,408,0.023325980392156862,-1.2375,36.8775
-256_7343,215,0.02331627906976744,-1.2775,36.7175
-265_7355,1317,0.02331169324221716,-1.3225,36.7775
-248_7358,394,0.023271573604060916,-1.2375,36.792500000000004
-253_7380,977,0.023246673490276357,-1.2625,36.9025
-257_7377,5580,0.023246102150537632,-1.2825,36.8875
-261_7349,1581,0.02321537001897533,-1.3025,36.7475
-256_7356,3150,0.02319753968253968,-1.2775,36.7825
-265_7377,2585,0.023150580270793038,-1.3225,36.8875
