n_trips,date_min,date_max,surge_event_rate_pct,mean_surge_multiplier,median_surge_multiplier,pct_trips_with_rain
3703406,2024-01-11 00:00:57.476000+00:00,2024-07-10 23:59:50.928000+00:00,19.03,0.06,0.0,25.16
